1.084204311217548788e+00,2.749351188084744879e-01,-1.404853585103063685e+00,1.555552229803709663e+00,-1.114053137820470551e+00,-6.769423490744551630e-01,1.417290208224848191e+00,1.102609722655308655e+00,-2.093957740366322873e-01,1.867711533204275132e-01
1.821106391553050097e+00,7.792699723505652765e-01,8.111634496203166123e-01,7.139927157588057405e-01,1.850316167119712363e+00,1.625461986570498452e+00,-8.184236739565977636e-01,-1.681439182683157896e-01,6.184938608156452799e-01,-9.282457262569254741e-01
5.326039634230338438e-01,1.462851937818242298e+00,-7.731217665985575804e-01,-4.496952764119063195e-01,-2.055657207423774446e-01,-5.144574182237502402e-01,4.904186210522318845e-01,-1.701069127895323163e+00,1.222379880682537667e+00,-6.986445841693239567e-01
5.376815356863425821e-01,-3.250636170872356345e-01,5.001567335058881847e-01,4.193821894196416156e-01,1.492783770457684345e-01,-1.340589954873791401e+00,-1.866248722929852999e+00,-1.424616233993241110e+00,-3.132299852099920678e-01,-7.664929578044256120e-01
-1.119067181698064073e-01,-1.951075092186837223e-01,6.088839776897869011e-02,-1.283259539798861093e+00,-7.322586590026174472e-03,1.605279732004850191e+00,-1.288522481859848634e+00,-1.846776127600034290e+00,-5.146297314178651661e-01,9.877791585706029442e-01
1.396535425890561344e+00,-1.530153223634587834e+00,-1.826473900788855076e+00,-5.581502651782468405e-01,5.047505786735825284e-01,1.623027498434558513e+00,-6.000394308541463495e-01,1.192264589018565246e+00,-1.330479886005988988e+00,7.168190350579518588e-01
-9.740246492719308868e-01,9.775540487098374198e-01,1.622265647114147669e+00,-1.441240463410397576e-01,7.308865685674966750e-01,-5.063705286696095209e-01,1.327022337068305413e+00,-2.977525238016680564e-01,4.484741196223397952e-01,2.026270352415242559e+00
2.515424664824201795e-01,-2.555283299718460466e-01,-1.588020109261175872e+00,1.842353670657410625e+00,1.034694658129362427e-01,7.888206184323515169e-01,6.159694840815518324e-01,-9.320969218057201244e-01,6.501478565368752349e-01,-1.433637202882664941e+00
-1.691446176564634030e+00,1.286666737165800489e+00,4.420985494741683230e-01,-6.901828923691517570e-01,1.440459613675245110e-01,2.271333686249693284e-01,7.049036294242688738e-01,-1.866831139254642169e+00,-1.248962629137744473e+00,-1.411368836127859572e+00
9.764666446710459358e-01,-2.333797597989041850e-01,-1.182894248869316378e+00,-3.317600125445264725e-01,6.758856343777984721e-01,-2.176813297278163695e-01,1.684262796535879458e-01,1.779137855064794493e+00,-2.436562315282278512e-01,-1.426732120628046108e+00
