4.487179487179486781e-01,1.000000000000000000e+00,7.948717948717948234e-01,9.358974358974357921e-01,5.128205128205128027e-02,7.692307692307691624e-01,2.692307692307692180e-01,0.000000000000000000e+00,7.051282051282051766e-01,3.717948717948717507e-01,7.307692307692307265e-01,3.461538461538461453e-01,0.000000000000000000e+00,5.769230769230768718e-01,4.871794871794871695e-01,6.410256410256409687e-01,4.230769230769230727e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.282051282051281937e-01,5.256410256410255499e-01,5.128205128205128860e-01,0.000000000000000000e+00,3.846153846153845812e-01,7.051282051282051766e-01,2.692307692307692180e-01,9.230769230769230171e-01,1.538461538461538269e-01,6.025641025641025328e-01,6.538461538461538547e-01,0.000000000000000000e+00,3.717948717948717507e-01,8.461538461538461453e-01,6.923076923076922906e-01,7.692307692307691347e-02
6.593406593406593574e-02,7.472527472527472625e-01,8.681318681318681563e-01,6.703296703296702796e-01,0.000000000000000000e+00,5.164835164835164250e-01,3.626373626373626258e-01,0.000000000000000000e+00,6.703296703296702796e-01,1.868131868131868156e-01,6.593406593406593297e-01,2.307692307692307543e-01,0.000000000000000000e+00,5.494505494505493859e-01,2.197802197802197766e-01,6.593406593406593297e-01,3.076923076923077094e-01,0.000000000000000000e+00,5.934065934065934078e-01,2.197802197802197766e-01,6.593406593406593297e-01,2.197802197802197766e-01,0.000000000000000000e+00,5.494505494505493859e-01,2.197802197802197766e-01,5.714285714285713969e-01,3.736263736263736313e-01,0.000000000000000000e+00,6.703296703296702796e-01,1.758241758241758101e-01,6.593406593406593574e-02,7.252747252747252515e-01,1.000000000000000000e+00,5.494505494505493859e-01,0.000000000000000000e+00
3.548387096774193727e-01,9.247311827956988806e-01,7.741935483870967527e-01,8.279569892473117587e-01,4.301075268817203950e-02,7.526881720430106393e-01,2.258064516129031918e-01,0.000000000000000000e+00,5.913978494623656212e-01,3.010752688172043112e-01,7.096774193548387455e-01,2.903225806451613100e-01,0.000000000000000000e+00,4.301075268817204367e-01,4.193548387096774355e-01,6.344086021505375150e-01,3.763440860215053196e-01,0.000000000000000000e+00,3.548387096774193727e-01,4.731182795698924415e-01,5.161290322580645018e-01,4.301075268817204367e-01,0.000000000000000000e+00,2.580645161290322509e-01,5.376344086021505042e-01,3.548387096774193727e-01,6.129032258064515126e-01,0.000000000000000000e+00,3.225806451612903136e-01,5.376344086021505042e-01,1.075268817204300988e-02,5.913978494623656212e-01,1.000000000000000000e+00,9.032258064516127671e-01,1.075268817204301092e-01
2.470588235294117752e-01,1.000000000000000000e+00,9.529411764705882915e-01,6.588235294117648078e-01,0.000000000000000000e+00,6.823529411764706065e-01,3.058823529411764941e-01,0.000000000000000000e+00,8.941176470588235725e-01,1.176470588235294240e-01,6.352941176470588980e-01,2.941176470588235392e-01,0.000000000000000000e+00,7.764705882352941346e-01,2.352941176470588480e-01,5.882352941176470784e-01,4.000000000000000222e-01,0.000000000000000000e+00,7.058823529411765163e-01,3.176470588235294490e-01,4.705882352941176960e-01,4.705882352941176960e-01,0.000000000000000000e+00,5.882352941176470784e-01,3.529411764705882582e-01,3.176470588235294490e-01,7.058823529411765163e-01,0.000000000000000000e+00,5.999999999999999778e-01,3.294117647058824039e-01,0.000000000000000000e+00,4.941176470588235503e-01,9.647058823529411908e-01,6.705882352941175961e-01,2.352941176470588203e-02
6.666666666666666297e-01,7.999999999999999334e-01,6.222222222222222321e-01,9.111111111111109828e-01,3.333333333333333287e-02,9.777777777777777457e-01,1.222222222222222182e-01,0.000000000000000000e+00,7.222222222222222099e-01,3.111111111111111160e-01,9.222222222222221655e-01,1.111111111111111188e-01,0.000000000000000000e+00,6.666666666666666297e-01,3.333333333333333148e-01,8.888888888888889506e-01,1.777777777777777846e-01,0.000000000000000000e+00,6.444444444444443754e-01,4.111111111111110938e-01,8.666666666666666963e-01,2.222222222222222376e-01,0.000000000000000000e+00,5.555555555555555802e-01,4.444444444444444753e-01,7.111111111111111382e-01,4.444444444444444753e-01,0.000000000000000000e+00,6.333333333333333037e-01,4.333333333333333481e-01,1.444444444444444586e-01,9.888888888888889284e-01,1.000000000000000000e+00,8.555555555555555136e-01,5.555555555555555941e-02
2.000000000000000111e-01,7.500000000000000000e-01,8.599999999999999867e-01,5.699999999999999512e-01,0.000000000000000000e+00,7.900000000000000355e-01,2.099999999999999922e-01,1.000000000000000021e-02,8.000000000000000444e-01,2.600000000000000089e-01,9.000000000000000222e-01,1.000000000000000056e-01,0.000000000000000000e+00,6.999999999999999556e-01,2.999999999999999889e-01,9.599999999999999645e-01,8.000000000000000167e-02,0.000000000000000000e+00,7.299999999999999822e-01,2.200000000000000011e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000056e-01,9.300000000000000488e-01,1.799999999999999933e-01,1.100000000000000006e-01,8.900000000000000133e-01,5.999999999999999778e-02,3.099999999999999978e-01,8.000000000000000444e-01,7.800000000000000266e-01,2.899999999999999800e-01,2.200000000000000011e-01
1.000000000000000056e-01,8.299999999999999600e-01,9.399999999999999467e-01,7.099999999999999645e-01,4.000000000000000083e-02,4.899999999999999911e-01,5.600000000000000533e-01,1.000000000000000021e-02,8.299999999999999600e-01,2.899999999999999800e-01,5.600000000000000533e-01,4.000000000000000222e-01,0.000000000000000000e+00,7.600000000000000089e-01,2.999999999999999889e-01,5.999999999999999778e-01,4.000000000000000222e-01,0.000000000000000000e+00,7.700000000000000178e-01,2.899999999999999800e-01,5.999999999999999778e-01,4.000000000000000222e-01,0.000000000000000000e+00,8.000000000000000444e-01,2.999999999999999889e-01,5.500000000000000444e-01,5.999999999999999778e-01,5.999999999999999778e-02,9.300000000000000488e-01,2.099999999999999922e-01,1.000000000000000056e-01,7.399999999999999911e-01,1.000000000000000000e+00,5.300000000000000266e-01,0.000000000000000000e+00
8.999999999999999667e-02,7.199999999999999734e-01,8.199999999999999512e-01,7.600000000000000089e-01,1.499999999999999944e-01,5.100000000000000089e-01,4.099999999999999756e-01,0.000000000000000000e+00,2.800000000000000266e-01,8.100000000000000533e-01,5.000000000000000000e-01,3.699999999999999956e-01,0.000000000000000000e+00,5.999999999999999778e-02,1.000000000000000000e+00,4.000000000000000222e-01,4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.300000000000000155e-01,4.299999999999999933e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000311e-01,2.099999999999999922e-01,6.700000000000000400e-01,2.000000000000000042e-02,2.999999999999999889e-02,9.300000000000000488e-01,1.000000000000000021e-02,5.300000000000000266e-01,9.200000000000000400e-01,8.699999999999999956e-01,4.400000000000000022e-01
2.025316455696202500e-01,9.873417721518987777e-01,9.113924050632911111e-01,8.354430379746835555e-01,0.000000000000000000e+00,6.329113924050632223e-01,2.784810126582278333e-01,0.000000000000000000e+00,7.974683544303796667e-01,2.025316455696202500e-01,6.329113924050632223e-01,2.531645569620253333e-01,0.000000000000000000e+00,7.468354430379745557e-01,2.531645569620253333e-01,6.329113924050632223e-01,3.544303797468354444e-01,0.000000000000000000e+00,6.329113924050632223e-01,2.531645569620253333e-01,6.202531645569620000e-01,3.797468354430379445e-01,0.000000000000000000e+00,6.329113924050632223e-01,3.164556962025316111e-01,4.430379746835442778e-01,6.455696202531645556e-01,2.531645569620253125e-02,7.974683544303796667e-01,2.911392405063291111e-01,0.000000000000000000e+00,5.443037974683544444e-01,1.000000000000000000e+00,4.430379746835442778e-01,0.000000000000000000e+00
1.499999999999999944e-01,8.399999999999999689e-01,7.099999999999999645e-01,8.900000000000000133e-01,3.099999999999999978e-01,5.799999999999999600e-01,4.699999999999999734e-01,0.000000000000000000e+00,3.499999999999999778e-01,8.900000000000000133e-01,5.999999999999999778e-01,5.000000000000000000e-01,0.000000000000000000e+00,2.700000000000000178e-01,1.000000000000000000e+00,5.999999999999999778e-01,5.000000000000000000e-01,0.000000000000000000e+00,2.099999999999999922e-01,1.000000000000000000e+00,5.899999999999999689e-01,5.000000000000000000e-01,0.000000000000000000e+00,2.300000000000000100e-01,1.000000000000000000e+00,4.500000000000000111e-01,6.800000000000000488e-01,5.999999999999999778e-02,4.000000000000000222e-01,8.000000000000000444e-01,2.999999999999999889e-02,5.899999999999999689e-01,8.599999999999999867e-01,6.600000000000000311e-01,1.400000000000000133e-01
2.317073170731707432e-01,1.000000000000000000e+00,9.146341463414634498e-01,7.195121951219511924e-01,0.000000000000000000e+00,7.926829268292683306e-01,3.170731707317073211e-01,0.000000000000000000e+00,8.414634146341463117e-01,1.097560975609756101e-01,8.536585365853658347e-01,2.439024390243902662e-01,0.000000000000000000e+00,7.926829268292683306e-01,1.219512195121951331e-01,7.682926829268292845e-01,2.439024390243902662e-01,0.000000000000000000e+00,8.536585365853658347e-01,1.219512195121951331e-01,7.317073170731707155e-01,1.829268292682926789e-01,0.000000000000000000e+00,7.926829268292683306e-01,1.341463414634146423e-01,5.975609756097560732e-01,4.756097560975610095e-01,2.439024390243902524e-02,9.024390243902439268e-01,9.756097560975610095e-02,7.317073170731706877e-02,7.195121951219511924e-01,9.756097560975610650e-01,3.902439024390244038e-01,0.000000000000000000e+00
